"ASI" "finishing" "" "Sheet Qty" "userField23" 1 113 9
"ASI" "finishing" "" "Start Date" "startDate" 1 22 2
"ASI" "finishing" "" "Start Time" "calcTimeField" 1 33 3
"ASI" "finishing" "" "Total Time" "calcTimeField" 1 125 10
"ASI" "jobByResource" "" "Board" "userField03" 2 81 11
"ASI" "jobByResource" "" "Board Name" "userField04" 2 97 0
"ASI" "jobByResource" "" "Color" "userField14" 0 0 21
"ASI" "jobByResource" "" "Customer" "userField01" 1 81 10
"ASI" "jobByResource" "" "Customer Name" "userField02" 1 97 0
"ASI" "jobByResource" "" "Depth" "userField12" 3 71 19
"ASI" "jobByResource" "" "Die" "userField05" 2 128 12
"ASI" "jobByResource" "" "Downtime" "calcTimeField" 2 59 0
"ASI" "jobByResource" "" "Due Date" "dueDate" 1 48 8
"ASI" "jobByResource" "" "Due Time" "calcTimeField" 2 48 9
"ASI" "jobByResource" "" "End Date" "endDate" 1 37 6
"ASI" "jobByResource" "" "End Time" "calcTimeField" 2 37 7
"ASI" "jobByResource" "" "FG Item" "userField08" 3 81 15
"ASI" "jobByResource" "" "Item Name" "userField09" 3 97 16
"ASI" "jobByResource" "" "Job ID" "job" 1 5 2
"ASI" "jobByResource" "" "Job Time" "calcTimeField" 1 59 0
"ASI" "jobByResource" "" "Length" "userField10" 1 71 17
"ASI" "jobByResource" "" "Plate" "userField06" 1 128 13
"ASI" "jobByResource" "" "PO" "userField07" 3 137 14
"ASI" "jobByResource" "" "PO Due" "userField16" 3 26 0
"ASI" "jobByResource" "" "Run Qty" "userField15" 3 48 0
"ASI" "jobByResource" "" "Seq" "jobSequence" 1 1 1
"ASI" "jobByResource" "" "Start Date" "startDate" 1 26 4
"ASI" "jobByResource" "" "Start Time" "calcTimeField" 2 26 5
"ASI" "jobByResource" "" "Status" "status" 2 5 3
"ASI" "jobByResource" "" "Style" "userField13" 3 128 20
"ASI" "jobByResource" "" "Total Time" "calcTimeField" 3 59 0
"ASI" "jobByResource" "" "Vendor" "userField17" 3 37 0
"ASI" "jobByResource" "" "Width" "userField11" 2 71 18
"ASI" "printing" "" "Blank" "userField19" 1 38 6
"ASI" "printing" "" "Caliper" "userField22" 1 103 13
"ASI" "printing" "" "Category" "userField21" 1 111 12
"ASI" "printing" "" "Coats" "userField25" 1 131 16
"ASI" "printing" "" "Customer" "userField01" 1 64 4
"ASI" "printing" "" "Die" "userField05" 1 87 11
"ASI" "printing" "" "FG Item" "userField08" 1 44 7
"ASI" "printing" "" "Form" "userField18" 1 33 5
"ASI" "printing" "" "Ink-1" "userField41" 1 137 17
"ASI" "printing" "" "Ink-10" "userField50" 2 221 26
"ASI" "printing" "" "Ink-2" "userField42" 1 158 18
"ASI" "printing" "" "Ink-3" "userField43" 1 179 19
"ASI" "printing" "" "Ink-4" "userField44" 1 200 20
"ASI" "printing" "" "Ink-5" "userField45" 1 221 21
"ASI" "printing" "" "Ink-6" "userField46" 2 137 22
"ASI" "printing" "" "Ink-7" "userField47" 2 158 23
"ASI" "printing" "" "Ink-8" "userField48" 2 179 24
"ASI" "printing" "" "Ink-9" "userField49" 2 200 25
"ASI" "printing" "" "Item Name" "userField09" 2 44 8
"ASI" "printing" "" "Job ID" "job" 1 1 1
"ASI" "printing" "" "PO Due" "userField16" 1 120 14
"ASI" "printing" "" "Sheet Qty" "userField23" 1 75 9
"ASI" "printing" "" "Start Date" "startDate" 1 22 2
"ASI" "printing" "" "Start Time" "calcTimeField" 2 22 3
"ASI" "printing" "" "Total Time" "calcTimeField" 2 75 10
"ASI" "printing" "" "Vendor" "userField17" 2 120 15
"ASI" "sheeting" "" "Caliper" "userField22" 1 33 3
"ASI" "sheeting" "" "Customer" "userField01" 1 22 2
"ASI" "sheeting" "" "Due Date" "dueDate" 1 62 6
"ASI" "sheeting" "" "End Date" "endDate" 1 95 9
"ASI" "sheeting" "" "End Time" "calcTimeField" 1 106 10
"ASI" "sheeting" "" "Job ID" "job" 1 1 1
"ASI" "sheeting" "" "PO" "userField07" 1 117 11
"ASI" "sheeting" "" "Run Qty" "userField15" 1 41 4
"ASI" "sheeting" "" "Start Date" "startDate" 1 73 7
"ASI" "sheeting" "" "Start Time" "calcTimeField" 1 84 8
"ASI" "sheeting" "" "Total Time" "calcTimeField" 1 50 5
"ASI" "status" "" "Customer" "userField01" 1 12 2
"ASI" "status" "" "Customer Name" "userField02" 1 23 3
"ASI" "status" "" "Due Date" "dueDate" 1 1 1
"ASI" "status" "" "Job ID" "job" 1 54 4
"ASI" "status" "" "Resource" "resource" 1 75 5
"ASI" "status" "" "Status-1" "jobStatus[1]" 1 89 7
"ASI" "status" "" "Status-10" "jobStatus[10]" 1 170 16
"ASI" "status" "" "Status-11" "jobStatus[11]" 1 180 17
"ASI" "status" "" "Status-12" "jobStatus[12]" 1 190 18
"ASI" "status" "" "Status-13" "jobStatus[13]" 1 200 19
"ASI" "status" "" "Status-14" "jobStatus[14]" 1 210 20
"ASI" "status" "" "Status-2" "jobStatus[2]" 1 98 8
"ASI" "status" "" "Status-3" "jobStatus[3]" 1 107 9
"ASI" "status" "" "Status-4" "jobStatus[4]" 1 116 10
"ASI" "status" "" "Status-5" "jobStatus[5]" 1 125 11
"ASI" "status" "" "Status-6" "jobStatus[6]" 1 134 12
"ASI" "status" "" "Status-7" "jobStatus[7]" 1 143 13
"ASI" "status" "" "Status-8" "jobStatus[8]" 1 152 14
"ASI" "status" "" "Status-9" "jobStatus[9]" 1 161 15
"ASI" "status" "" "Type" "jobType" 1 84 6
